CÓDIGO;ESCUELA;REGIONAL;DISTRITO;CORREGIMIENTO;LATITUD;LONGITUD;NIVEL ESCOLAR;MATRÍCULA;ENERGIA;ACCESO;Director;Telefono;Regional Meduca;Telefono2;Categoría Implementación;IP WAN (mikrotik);IP LAN;Firewall;Gabinete 9U;PATCHPANEL;MANEJADOR DE CABLE;Bandeja;PDU;UPS;UPS SNMP Card;RT Mikrotik Tipo A (negro);RT Mikrotik Tipo B (blanco);AP INDOOR;AP OUTDOOR;Power Inyector ;Kit Starlink;Base Starlink;Gabinete 42U;Fotovoltaico;Bodega;Instalacion;Fecha final;COMENTARIOS;Configurado x Liberty
2560;ESC. EL JACINTILLO;HERRERA;LOS POZOS;CAPURÍ;7.73620928;-80.655678;Primaria;18;SI;TERRESTRE;José P. Trejos García;67143260;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.81.240/30;172.17.15.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2564;ESC. EL CALABACITO;HERRERA;LOS POZOS;EL CALABACITO;7.72109339;-80.5956485;Primaria;15;SI;TERRESTRE;Elvis A. Castillo;64916021;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.81.244/30;172.17.15.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2571;ESC. LLANA ARRIBA;HERRERA;LOS POZOS;LAS LLANAS;7.64808598;-80.7081939;Primaria;18;SI;TERRESTRE;Manuel Serruth;64772588;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.24/30;172.17.80.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2572;ESC. LLANA ABAJO;HERRERA;LOS POZOS;LAS LLANAS;7.66147496;-80.692193;Primaria;25;SI;TERRESTRE;Lilibeth Sáez Serrano;67766263;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.28/30;172.17.80.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2573;ESC. EL CARACUCHO;HERRERA;LOS POZOS;LAS LLANAS;7.64312828;-80.6891403;Primaria;4;SI;TERRESTRE;Martina Díaz;66362452;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.32/30;172.17.81.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2574;ESC. LA PITALOZA;HERRERA;LOS POZOS;LA PITALOZA;7.6418568;-80.6683231;Primaria;23;SI;TERRESTRE;Rosa Marín;65992045;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.36/30;172.17.81.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2575;ESC. EL CAÑAFISTU- LO;HERRERA;LOS POZOS;LA PITALOZA;7.64506366;-80.6515898;Primaria;9;SI;TERRESTRE;Nilca González;65918310;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.40/30;172.17.81.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2577;ESC. LOS CERRITOS;HERRERA;LOS POZOS;LOS CERRITOS;7.80309434;-80.6153214;Primaria;40;SI;TERRESTRE;Andrea Domínguez ;6838-9827;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.81.248/30;172.17.15.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2582;ESC. LAS PIPAS;HERRERA;LOS POZOS;LOS CERROS DE PAJA;7.70397481;-80.6958041;Primaria;92;SI;TERRESTRE;Amelia Sandoval;68560463;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.0/30;172.17.16.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2583;ESC. CERROS DE PAJA;HERRERA;LOS POZOS;LOS POZOS;7.72134943;-80.670772;Primaria;5;SI;TERRESTRE;Elvira Córdoba;67856209;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.4/30;172.17.16.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2584;ESC. EL SALITRE;HERRERA;LOS POZOS;LOS CERROS DE PAJA;7.67236616;-80.7139111;Primaria;24;SI;TERRESTRE;Milagros Poveda;63058384;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.8/30;172.17.16.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2585;ESC. LA ARENA;HERRERA;OCÚ;MENCHACA;7.88286308;-80.724693;Primaria;3;SI;TERRESTRE;Marixenia Valencia;69240156;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.12/30;172.17.16.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2586;ESC. LA CABUYA;HERRERA;OCÚ;OCÚ;7.98258493;-80.7671931;Primaria;7;SI;TERRESTRE;María Maure;64688008;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.16/30;172.17.16.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2587;ESC. EL HATILLO;HERRERA;OCÚ;OCÚ;7.96489212;-80.7798881;Primaria;89;SI;TERRESTRE;Oris Castillo;69032553;MARIAS LUISA DIAZ;62441035;Drop CWP;10.60.60.228/30;172.16.23.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2588;C.E.B.G. EL POTRE- RO;HERRERA;OCÚ;MENCHACA;7.89087057;-80.7773898;Basica General;25;SI;TERRESTRE;Guillermo Chávez;68512015;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.20/30;172.17.16.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2589;ESC. RINCON GRANDE;HERRERA;OCÚ;OCÚ;8.01168781;-80.8342144;Primaria;10;SI;TERRESTRE;Julio Sánchez;63559307;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.24/30;172.17.16.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2590;ESC. LAS GUABAS;HERRERA;OCÚ;OCÚ;7.91225896;-80.804986;Primaria;13;SI;TERRESTRE;Virginia Carrasco;66407193;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.28/30;172.17.16.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2592;ESC. LOS REMEDIOS;HERRERA;OCÚ;OCÚ;7.95953444;-80.8083425;Primaria;7;SI;TERRESTRE;Ilka Arcia;67338179;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.32/30;172.17.17.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2594;COL. RAFAEL QUINTERO VILLA- RREAL;HERRERA;OCÚ;OCÚ;7.945386180;-80.78102930;"Media Academic
a";1064;SI;TERRESTRE;Deisy Barria De Leon;68550159;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.60.62.108/30;172.16.35.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Enero 2026;;NO
2596;ESC. QUEBRADA DE AGUA;HERRERA;OCÚ;OCÚ;7.98112438;-80.7893542;Primaria;32;SI;TERRESTRE;Melissa Maltez;69790436;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.36/30;172.17.17.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2597;ESC. JOSE DOLORES CARRIZO;HERRERA;OCÚ;OCÚ;7.94841464;-80.7803342;Primaria;738;SI;TERRESTRE;Adelaida Rodríguez;64168733;MARIAS LUISA DIAZ;62441035;Drop CWP;10.60.63.104/30;172.16.43.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2598;ESC. EL GUAYABITO;HERRERA;OCÚ;OCÚ;7.91758516;-80.8238597;Primaria;9;SI;TERRESTRE;Zoila R. Ávila;64605344;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.40/30;172.17.17.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2599;ESC. LOS BAJOS;HERRERA;OCÚ;MENCHACA;7.86542941;-80.8034113;Primaria;26;SI;TERRESTRE;Nubiela Guerra;65881565;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.44/30;172.17.17.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2600;ESC. BERNARDINO BARBA;HERRERA;OCÚ;OCÚ;7.871594000;-80.75643400;Primaria;29;SI;TERRESTRE;Javier Solís;68948323;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.102.240/30;172.17.183.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2601;ESC. LOS ASIENTOS;HERRERA;OCÚ;CERRO LARGO;7.88877108;-80.8338368;Primaria;6;SI;TERRESTRE;Cenobia Ávila;63295688;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.48/30;172.17.17.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2602;ESC. CERRO LARGO;HERRERA;OCÚ;CERRO LARGO;7.83911027;-80.8310114;Primaria;17;SI;TERRESTRE;Jorge Cornejo;68997926;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.52/30;172.17.17.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2604;ESC. EL GUARUMAL;HERRERA;OCÚ;CERRO LARGO;7.83647732;-80.7729288;Primaria;18;SI;TERRESTRE;Jhona Concepción;68241115;MARIAS LUISA DIAZ;62441035;Construcción OE;10.80.90.44/30;172.17.81.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2608;ESC. EL PAJARO;HERRERA;OCÚ;CERRO LARGO;7.836156970;-80.86123440;Primaria;2;SI;TERRESTRE;Víctor M. Pinto V.;64402539;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.102.244/30;172.17.183.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2609;ESC. ENTRADERO DEL CASTILLO;HERRERA;OCÚ;CERRO LARGO;7.85281872;-80.8504658;Primaria;41;SI;TERRESTRE;Migdalia Ávila;64341112;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.70.70.36/30;172.20.1.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2610;ESC. EL AVE MARIA;HERRERA;OCÚ;CERRO LARGO;7.88254193;-80.8422308;Primaria;7;SI;TERRESTRE;Isbeth Higuera;68315555;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.60/30;172.17.17.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2613;ESC. LOS JARAMI- LLOS;HERRERA;OCÚ;LOS LLANOS;7.93536289;-80.8391375;Primaria;9;SI;TERRESTRE;Erenia Ramos;66059748;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.64/30;172.17.18.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2615;ESC. ALEIDA GONZALEZ;HERRERA;OCÚ;LLANO GRANDE;7.97091837;-80.6860819;Primaria;8;SI;TERRESTRE;Aurelia Ávila;62370765;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.102.248/30;172.17.183.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2617;ESC. GERARDO O. QUINTERO;HERRERA;OCÚ;LOS LLANOS;7.90008522;-80.8666375;Primaria;6;SI;TERRESTRE;Abel Nuñez;64563765;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.68/30;172.17.18.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2623;ESC. RINCON SANTO;HERRERA;OCÚ;LOS LLANOS;7.97119607;-80.8577485;Primaria;36;SI;TERRESTRE;José I. González;67290000;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.102.252/30;172.17.183.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2624;I.P.T. LOS LLANOS DE OCU;HERRERA;OCÚ;LOS LLANOS;7.929544000;-80.87830500;Prof. Y Tecnica;324;SI;TERRESTRE;Leyla Guerra;64878802;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.60.62.104/30;172.16.35.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2625;ESC. LASTENIA C. DE VILLARREAL;HERRERA;OCÚ;LOS LLANOS;7.95508502;-80.847193;Primaria;42;SI;TERRESTRE;Edwin Campos;64731958;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.4/30;172.17.184.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2628;ESC. GREGORIO GILL;HERRERA;OCÚ;LOS LLANOS;7.89920311;-80.8874641;Primaria;6;SI;TERRESTRE;Dalton de León;65835853;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.8/30;172.17.184.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2629;ESC. ENTRADERO DE TIJERA;HERRERA;OCÚ;LOS LLANOS;7.87159637;-80.8671456;Primaria;2;SI;TERRESTRE;Ramón Martínez;69231732;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.72/30;172.17.18.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2630;C.E.B.G. CRISTINA R. DE PINZON;HERRERA;OCÚ;LLANO GRANDE;7.9747305;-80.7087767;Basica General;31;SI;TERRESTRE;Fide Vega Escobar;64489531;MARIAS LUISA DIAZ;62441035;Drop CWP;10.60.60.192/30;172.16.22.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2631;ESC. LA POLONIA;HERRERA;OCÚ;LLANO GRANDE;7.95531185;-80.7021472;Primaria;20;SI;TERRESTRE;Irasema González;68119725;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.76/30;172.17.18.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2632;ESC. RAFAEL QUINTERO VILLA- RREAL;HERRERA;OCÚ;LLANO GRANDE;7.985940810;-80.71095600;Primaria;15;SI;TERRESTRE;Meris Caballero;61895088;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.12/30;172.17.184.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2636;ESC. LLANO LARGO;HERRERA;OCÚ;PEÑAS CHATAS;8.02814026;-80.7741375;Primaria;11;SI;TERRESTRE;Ketzadily Morales R.;66013578;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.80/30;172.17.18.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2637;ESC. EL NEGRITO;HERRERA;OCÚ;PEÑAS CHATAS;8.04258838;-80.8062241;Primaria;12;SI;TERRESTRE;Aitza Y. Reyes Trejos;66425714;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.84/30;172.17.18.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2639;ESC. DOMINGO VILLALOBOS;HERRERA;OCÚ;PEÑAS CHATAS;8.01971003;-80.8025045;Primaria;49;SI;TERRESTRE;Linda Mojica;64154849;MARIAS LUISA DIAZ;62441035;Drop CWP;10.60.60.196/30;172.17.133.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2640;ESC. LAS PAREDES;HERRERA;OCÚ;PEÑAS CHATAS;8.03450115;-80.8471068;Primaria;16;SI;TERRESTRE;Osiris Marín;65265703;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.70.70.44/30;172.20.1.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2642;CTRO. EDUCATIVO DE PARITA;HERRERA;PARITA;PARITA;7.998449370;-80.51744600;Basica General;1028;SI;TERRESTRE;Ovidio Sianca/Yariela Calderón;66793296;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.70.71.28/30;172.20.8.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;NO
2647;ESC. CABUYA;HERRERA;PARITA;CABUYA;8.030562690;-80.63178900;Primaria;81;SI;TERRESTRE;Benita Melendez;68940320;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.24/30;172.17.184.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2648;ESC. EL PEDERNAL;HERRERA;PARITA;CABUYA;8.029807050;-80.61774860;Primaria;14;SI;TERRESTRE;Nereida Almanza;64232805;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.28/30;172.17.184.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2649;ESC. LOS HIGOS;HERRERA;PARITA;CABUYA;8.008140430;-80.65997080;Primaria;34;SI;TERRESTRE;Nela Rosa Aizprúa;68970334;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.32/30;172.17.185.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2650;ESC. LOS CASTILLOS;HERRERA;PARITA;LOS CASTILLOS;7.98784304;-80.6193188;Primaria;89;SI;TERRESTRE;Elizabeth Jiménez;66260687;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.92/30;172.17.18.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2652;ESC. LLANO DE LA CRUZ;HERRERA;PARITA;LLANO DE LA CRUZ;7.95845491;-80.6399825;Primaria;15;SI;TERRESTRE;Armando Abdiel Díaz H.;60490680;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.96/30;172.17.19.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2653;ESC. PARIS;HERRERA;PARITA;PARÍS;8.05730685;-80.5541375;Primaria;59;SI;TERRESTRE;Erika Robles;69168485;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.100/30;172.17.19.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2655;ESC. PORTOBELILLO;HERRERA;PARITA;PORTOBELILLO;8.01804128;-80.5989042;Primaria;8;SI;TERRESTRE;Julián Corrales;69518404;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.104/30;172.17.19.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2656;ESC. LA VALENCIA;HERRERA;PARITA;PORTOBELILLO;7.992525500;-80.58837690;Primaria;36;SI;TERRESTRE;Marilis Núñez;69748069;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.36/30;172.17.185.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2657;ESC. LA CONCEP- CION;HERRERA;PARITA;POTUGA;8.06467591;-80.6963522;Primaria;13;SI;TERRESTRE;Mixdalia Rodríguez;68722024;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.70.70.48/30;172.20.1.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2659;ESC. POTUGA;HERRERA;PARITA;POTUGA;8.06727243;-80.618427;Primaria;88;SI;TERRESTRE;Iraida Ruiz;68260527;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.112/30;172.17.19.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2660;ESC. ILDAURA VIETO;HERRERA;PESÉ;PESÉ;7.908055940;-80.61205090;Primaria;531;SI;TERRESTRE;Abidel Moreno Sáez;67726792;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.40/30;172.17.185.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2662;COL. JOSE OCTAVIO HUERTA;HERRERA;PESÉ;PESÉ;7.907459260;-80.61072120;"Media Academic
a";804;SI;TERRESTRE;Rita Esmeralda Chiriboga C.;64728915;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.60.62.112/30;172.16.35.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;NO
2663;ESC. LA ARENITA;HERRERA;PESÉ;LAS CABRAS;7.873271460;-80.56575300;Primaria;38;SI;TERRESTRE;María E. Arroyo C.;65784029;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.48/30;172.17.185.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2664;ESC. CALABAZO;HERRERA;PESÉ;LAS CABRAS;7.85325873;-80.5933701;Primaria;7;SI;TERRESTRE;José Bernal;68139794;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.116/30;172.17.19.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2665;ESC. EL CIRUELITO;HERRERA;PESÉ;LAS CABRAS;7.8543802;-80.564902;Primaria;6;SI;TERRESTRE;Marvin Z. Mendoza;64017114;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.120/30;172.17.19.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
2666;ESC. LAS FLORES;HERRERA;PESÉ;LAS CABRAS;7.9148892;-80.5775268;Primaria;46;SI;TERRESTRE;Denis Eliana Cortés;68556604;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.124/30;172.17.19.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2667;ESC. LAS CABRAS;HERRERA;PESÉ;LAS CABRAS;7.87687135;-80.54749;Primaria;122;SI;TERRESTRE;Graciela Barría;62322871;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.128/30;172.17.20.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2668;ESC. EL JAZMIN;HERRERA;PESÉ;EL PÁJARO;7.948366;-80.5910698;Primaria;7;SI;TERRESTRE;Edwin Cedeño;60088670;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.132/30;172.17.20.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
2669;ESC. EL PAJARO;HERRERA;PESÉ;EL PÁJARO;7.94606051;-80.5657524;Primaria;49;SI;TERRESTRE;Ofelina Murillo;63825315;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.136/30;172.17.20.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2671;ESC. EL BARRERO;HERRERA;PESÉ;EL BARRERO;7.93270764;-80.5229218;Primaria;45;SI;TERRESTRE;Dania Maria Velasquez;67006787;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.140/30;172.17.20.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
2672;ESC. RICAURTE SALAMIN;HERRERA;PESÉ;EL BARRERO;7.93316628;-80.5434955;Primaria;92;SI;TERRESTRE;Yajaira Montenegro;66009123;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.144/30;172.17.20.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2675;ESC. BIENVENIDO QUINTERO;HERRERA;PESÉ;EL PEDREGOSO;7.91054719;-80.6344564;Primaria;11;SI;TERRESTRE;Denys Hernández;66000543;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.148/30;172.17.20.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2676;C.E.B.G. EL PEDRE- GOSO;HERRERA;PESÉ;EL PEDREGOSO;7.94212174;-80.6376625;Basica General;59;SI;TERRESTRE;Mayra Barría;64615612;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.152/30;172.17.20.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2677;ESC. LA CANDELA- RIA;HERRERA;PESÉ;EL PEDREGOSO;7.93325764;-80.6620238;Primaria;10;SI;TERRESTRE;Mixia E. Ramos;63867100;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.156/30;172.17.20.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
2678;ESC. EL PEDREGOSI- TO;HERRERA;PESÉ;EL PEDREGOSO;7.92462014;-80.6308554;Primaria;15;SI;TERRESTRE;Jaqueline E. Barría;63979329;MARIAS LUISA DIAZ;62441035;Fibra Activa CWP;10.80.103.52/30;172.17.185.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2681;ESC. LA TRINIDAD;HERRERA;PESÉ;EL CIRUELO;7.91237028;-80.7009442;Primaria;34;SI;TERRESTRE;Rafael Mudarra;68983666;MARIAS LUISA DIAZ;62441035;Construcción FTTH;10.80.82.160/30;172.17.21.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
